InvoiceNo,Date,Month,Day,weekday/weekend,Year Qrt,StoreID,ProductID,Category,Quantity,UnitPrice,Discount,CostPerUnit,CustomerType,PaymentMode,Revenue,Total cost,Profit margin,
INV1009567,"Monday, February 24, 2025",Feb,Monday,Weekday,2025-Q1,STR021,PRD0055,Accessories,3,4020.24,0,1307.61,Returning,Card,12060.72,3922.83,8137.89,
INV1009568,"Monday, April 22, 2024",Apr,Monday,Weekday,2024-Q2,STR005,PRD0030,Clothing,3,1607.81,0,1084.68,Returning,Digital,4823.43,3254.04,1569.39,
INV1009569,"Saturday, October 11, 2025",Oct,Saturday,Weekend,2025-Q4,STR047,PRD0027,Clothing,5,1580.02,15,255.02,Returning,Card,7900.1,1275.1,6625,
INV1009570,"Tuesday, February 13, 2024",Feb,Tuesday,Weekday,2024-Q1,STR030,PRD0106,Shoes,4,3871.31,5,1206.22,Returning,Card,15485.24,4824.88,10660.36,
INV1009571,"Friday, July 26, 2024",Jul,Friday,Weekday,2024-Q3,STR006,PRD0019,Clothing,2,2147.6,10,1837.66,Returning,Card,4295.2,3675.32,619.88,
INV1009572,"Saturday, March 22, 2025",Mar,Saturday,Weekend,2025-Q1,STR006,PRD0015,Clothing,4,2333.38,15,1236.37,Returning,Cash,9333.52,4945.48,4388.04,
INV1009573,"Monday, May 27, 2024",May,Monday,Weekday,2024-Q2,STR020,PRD0006,Clothing,3,2278.83,0,1322.34,Returning,Digital,6836.49,3967.02,2869.47,
INV1009574,"Friday, April 11, 2025",Apr,Friday,Weekday,2025-Q2,STR037,PRD0111,Shoes,1,3778.23,0,1725.2,Returning,Card,3778.23,1725.2,2053.03,
INV1009575,"Saturday, February 10, 2024",Feb,Saturday,Weekend,2024-Q1,STR030,PRD0085,Shoes,4,1596.27,5,884.08,New,Card,6385.08,3536.32,2848.76,
INV1009576,"Sunday, October 5, 2025",Oct,Sunday,Weekend,2025-Q4,STR010,PRD0077,Accessories,3,7906.3,0,1855.64,Returning,Cash,23718.9,5566.92,18151.98,
INV1009577,"Saturday, January 18, 2025",Jan,Saturday,Weekend,2025-Q1,STR042,PRD0050,Accessories,1,5552.04,0,668.65,Returning,Digital,5552.04,668.65,4883.39,
INV1009578,"Wednesday, October 1, 2025",Oct,Wednesday,Weekday,2025-Q4,STR021,PRD0048,Accessories,4,6922.54,0,602.4,Returning,Cash,27690.16,2409.6,25280.56,
INV1009579,"Thursday, September 4, 2025",Sep,Thursday,Weekday,2025-Q3,STR028,PRD0007,Clothing,2,2045.36,0,1768.29,Returning,Cash,4090.72,3536.58,554.14,
INV1009580,"Wednesday, November 5, 2025",Nov,Wednesday,Weekday,2025-Q4,STR009,PRD0073,Accessories,5,404.52,5,1992.21,New,Cash,2022.6,9961.05,-7938.45,
INV1009581,"Thursday, May 9, 2024",May,Thursday,Weekday,2024-Q2,STR042,PRD0100,Shoes,2,5890.36,10,1744.18,Returning,Digital,11780.72,3488.36,8292.36,
INV1009582,"Monday, February 17, 2025",Feb,Monday,Weekday,2025-Q1,STR039,PRD0099,Shoes,3,7666.75,20,2080.27,New,Cash,23000.25,6240.81,16759.44,
INV1009583,"Tuesday, November 19, 2024",Nov,Tuesday,Weekday,2024-Q4,STR029,PRD0056,Accessories,3,4978.33,0,1482.99,New,Card,14934.99,4448.97,10486.02,
INV1009584,"Friday, April 18, 2025",Apr,Friday,Weekday,2025-Q2,STR023,PRD0011,Clothing,2,3495.16,0,534.49,Returning,Digital,6990.32,1068.98,5921.34,
INV1009585,"Tuesday, July 30, 2024",Jul,Tuesday,Weekday,2024-Q3,STR030,PRD0066,Accessories,4,3342.73,10,1673.87,Returning,Card,13370.92,6695.48,6675.44,
INV1009586,"Wednesday, September 3, 2025",Sep,Wednesday,Weekday,2025-Q3,STR034,PRD0049,Accessories,2,8090,5,1177.47,New,Digital,16180,2354.94,13825.06,
INV1009587,"Sunday, June 22, 2025",Jun,Sunday,Weekend,2025-Q2,STR030,PRD0074,Accessories,3,2765.29,0,610.92,New,Cash,8295.87,1832.76,6463.11,
INV1009588,"Saturday, March 8, 2025",Mar,Saturday,Weekend,2025-Q1,STR020,PRD0038,Clothing,10,3112.89,25,1041.3,New,Cash,31128.9,10413,20715.9,
INV1009589,"Friday, January 10, 2025",Jan,Friday,Weekday,2025-Q1,STR038,PRD0092,Shoes,2,4330.72,0,1281.07,Returning,Card,8661.44,2562.14,6099.3,
INV1009590,"Saturday, April 19, 2025",Apr,Saturday,Weekend,2025-Q2,STR025,PRD0077,Accessories,1,8716.54,0,1536.49,New,Card,8716.54,1536.49,7180.05,
INV1009591,"Sunday, June 23, 2024",Jun,Sunday,Weekend,2024-Q2,STR028,PRD0018,Clothing,3,1173.68,15,1357.32,Returning,Cash,3521.04,4071.96,-550.92,
INV1009592,"Thursday, November 7, 2024",Nov,Thursday,Weekday,2024-Q4,STR031,PRD0044,Accessories,4,6133.66,15,592.94,Returning,Card,24534.64,2371.76,22162.88,
INV1009593,"Monday, July 29, 2024",Jul,Monday,Weekday,2024-Q3,STR047,PRD0064,Accessories,4,5926.92,15,1434.8,Returning,Digital,23707.68,5739.2,17968.48,
INV1009594,"Tuesday, June 3, 2025",Jun,Tuesday,Weekday,2025-Q2,STR006,PRD0056,Accessories,3,6108.54,25,1245.65,New,Digital,18325.62,3736.95,14588.67,
INV1009595,"Friday, October 24, 2025",Oct,Friday,Weekday,2025-Q4,STR020,PRD0044,Accessories,4,6665.98,0,677.69,New,Card,26663.92,2710.76,23953.16,
INV1009596,"Saturday, July 26, 2025",Jul,Saturday,Weekend,2025-Q3,STR035,PRD0057,Accessories,3,869.65,0,452.53,Returning,Digital,2608.95,1357.59,1251.36,
INV1009597,"Sunday, December 8, 2024",Dec,Sunday,Weekend,2024-Q4,STR031,PRD0103,Shoes,6,4272.16,15,1191.24,Returning,Digital,25632.96,7147.44,18485.52,
INV1009598,"Wednesday, June 5, 2024",Jun,Wednesday,Weekday,2024-Q2,STR017,PRD0114,Shoes,3,4686.96,0,353.85,New,Digital,14060.88,1061.55,12999.33,
INV1009599,"Saturday, November 2, 2024",Nov,Saturday,Weekend,2024-Q4,STR041,PRD0097,Shoes,4,5136.19,15,1885.12,Returning,Card,20544.76,7540.48,13004.28,
INV1009600,"Wednesday, December 20, 2023",Dec,Wednesday,Weekday,2023-Q4,STR025,PRD0033,Clothing,4,1842.75,10,1327.01,New,Cash,7371,5308.04,2062.96,
INV1009601,"Friday, June 27, 2025",Jun,Friday,Weekday,2025-Q2,STR028,PRD0037,Clothing,3,550.95,15,1375.36,Returning,Card,1652.85,4126.08,-2473.23,
INV1009602,"Thursday, June 19, 2025",Jun,Thursday,Weekday,2025-Q2,STR019,PRD0073,Accessories,2,4644.69,10,1688.69,Returning,Card,9289.38,3377.38,5912,
INV1009603,"Friday, February 21, 2025",Feb,Friday,Weekday,2025-Q1,STR041,PRD0115,Shoes,4,2380.71,5,1845.51,Returning,Card,9522.84,7382.04,2140.8,
INV1009604,"Wednesday, January 17, 2024",Jan,Wednesday,Weekday,2024-Q1,STR031,PRD0008,Clothing,2,4543.36,5,272.44,Returning,Card,9086.72,544.88,8541.84,
INV1009605,"Monday, July 15, 2024",Jul,Monday,Weekday,2024-Q3,STR025,PRD0080,Accessories,3,3926.05,15,613.27,Returning,Cash,11778.15,1839.81,9938.34,
INV1009606,"Thursday, September 4, 2025",Sep,Thursday,Weekday,2025-Q3,STR030,PRD0099,Shoes,3,2829.4,0,1730.72,New,Cash,8488.2,5192.16,3296.04,
INV1009607,"Tuesday, September 24, 2024",Sep,Tuesday,Weekday,2024-Q3,STR006,PRD0067,Accessories,1,3015.41,5,638.84,Returning,Card,3015.41,638.84,2376.57,
INV1009608,"Tuesday, October 7, 2025",Oct,Tuesday,Weekday,2025-Q4,STR028,PRD0004,Clothing,6,2049.69,15,462.48,Returning,Digital,12298.14,2774.88,9523.26,
INV1009609,"Monday, September 9, 2024",Sep,Monday,Weekday,2024-Q3,STR011,PRD0039,Clothing,4,4133.7,30,1823.11,Returning,Card,16534.8,7292.44,9242.36,
INV1009610,"Tuesday, September 3, 2024",Sep,Tuesday,Weekday,2024-Q3,STR034,PRD0106,Shoes,3,3968.64,15,1134.89,Returning,Cash,11905.92,3404.67,8501.25,
INV1009611,"Thursday, June 12, 2025",Jun,Thursday,Weekday,2025-Q2,STR014,PRD0062,Accessories,2,1194.96,5,1206.04,New,Cash,2389.92,2412.08,-22.16,
INV1009612,"Thursday, October 17, 2024",Oct,Thursday,Weekday,2024-Q4,STR036,PRD0109,Shoes,8,5067.51,0,831.78,New,Cash,40540.08,6654.24,33885.84,
INV1009613,"Wednesday, October 29, 2025",Oct,Wednesday,Weekday,2025-Q4,STR007,PRD0043,Accessories,2,1659.55,0,581.66,Returning,Card,3319.1,1163.32,2155.78,
INV1009614,"Thursday, August 1, 2024",Aug,Thursday,Weekday,2024-Q3,STR017,PRD0111,Shoes,3,3600.54,0,1589.26,New,Card,10801.62,4767.78,6033.84,
INV1009615,"Wednesday, November 5, 2025",Nov,Wednesday,Weekday,2025-Q4,STR039,PRD0079,Accessories,5,9541.58,10,714.96,Returning,Cash,47707.9,3574.8,44133.1,
INV1009616,"Tuesday, February 25, 2025",Feb,Tuesday,Weekday,2025-Q1,STR007,PRD0004,Clothing,4,1802.78,10,472.33,Returning,Digital,7211.12,1889.32,5321.8,
INV1009617,"Wednesday, February 14, 2024",Feb,Wednesday,Weekday,2024-Q1,STR028,PRD0026,Clothing,8,2086.64,30,808.86,New,Cash,16693.12,6470.88,10222.24,
INV1009618,"Friday, July 26, 2024",Jul,Friday,Weekday,2024-Q3,STR020,PRD0113,Shoes,4,4844.75,10,989.89,Returning,Card,19379,3959.56,15419.44,
INV1009619,"Saturday, July 20, 2024",Jul,Saturday,Weekend,2024-Q3,STR029,PRD0011,Clothing,3,3559.28,10,546.81,New,Cash,10677.84,1640.43,9037.41,
INV1009620,"Tuesday, November 5, 2024",Nov,Tuesday,Weekday,2024-Q4,STR013,PRD0059,Accessories,6,6117.14,25,415.51,Returning,Card,36702.84,2493.06,34209.78,
INV1009621,"Sunday, June 1, 2025",Jun,Sunday,Weekend,2025-Q2,STR035,PRD0084,Shoes,3,6883.63,5,1567.46,New,Cash,20650.89,4702.38,15948.51,
INV1009622,"Saturday, September 6, 2025",Sep,Saturday,Weekend,2025-Q3,STR014,PRD0002,Clothing,3,3887.21,5,155.22,Returning,Cash,11661.63,465.66,11195.97,
INV1009623,"Friday, May 17, 2024",May,Friday,Weekday,2024-Q2,STR019,PRD0086,Shoes,2,5913.07,0,559.36,New,Card,11826.14,1118.72,10707.42,
INV1009624,"Saturday, April 27, 2024",Apr,Saturday,Weekend,2024-Q2,STR017,PRD0019,Clothing,5,2085.44,5,1544.55,Returning,Digital,10427.2,7722.75,2704.45,
INV1009625,"Tuesday, April 2, 2024",Apr,Tuesday,Weekday,2024-Q2,STR023,PRD0078,Accessories,1,894.22,0,946.85,Returning,Cash,894.22,946.85,-52.63,
INV1009626,"Tuesday, January 21, 2025",Jan,Tuesday,Weekday,2025-Q1,STR026,PRD0040,Clothing,3,2833.75,10,1288.88,New,Cash,8501.25,3866.64,4634.61,
INV1009627,"Friday, July 5, 2024",Jul,Friday,Weekday,2024-Q3,STR004,PRD0065,Accessories,2,6363.4,5,2016.8,Returning,Card,12726.8,4033.6,8693.2,
INV1009628,"Tuesday, October 8, 2024",Oct,Tuesday,Weekday,2024-Q4,STR020,PRD0045,Accessories,4,2075.45,10,225.74,Returning,Card,8301.8,902.96,7398.84,
INV1009629,"Monday, May 26, 2025",May,Monday,Weekday,2025-Q2,STR001,PRD0011,Clothing,3,2697.49,5,613.48,Returning,Cash,8092.47,1840.44,6252.03,
INV1009630,"Sunday, March 17, 2024",Mar,Sunday,Weekend,2024-Q1,STR018,PRD0089,Shoes,3,864.34,0,324.55,Returning,Cash,2593.02,973.65,1619.37,
INV1009631,"Tuesday, January 7, 2025",Jan,Tuesday,Weekday,2025-Q1,STR044,PRD0052,Accessories,3,6267.77,0,453.6,New,Card,18803.31,1360.8,17442.51,
INV1009632,"Saturday, January 13, 2024",Jan,Saturday,Weekend,2024-Q1,STR019,PRD0100,Shoes,5,3439.68,25,1690.61,New,Cash,17198.4,8453.05,8745.35,
INV1009633,"Friday, May 10, 2024",May,Friday,Weekday,2024-Q2,STR020,PRD0110,Shoes,3,7423.57,10,1702.02,Returning,Card,22270.71,5106.06,17164.65,
INV1009634,"Sunday, May 25, 2025",May,Sunday,Weekend,2025-Q2,STR043,PRD0086,Shoes,4,5282.76,0,582.8,New,Cash,21131.04,2331.2,18799.84,
INV1009635,"Wednesday, March 13, 2024",Mar,Wednesday,Weekday,2024-Q1,STR005,PRD0084,Shoes,2,3159.88,15,2057.57,Returning,Cash,6319.76,4115.14,2204.62,
INV1009636,"Tuesday, September 30, 2025",Sep,Tuesday,Weekday,2025-Q3,STR026,PRD0052,Accessories,4,9104.18,20,418.77,Returning,Cash,36416.72,1675.08,34741.64,
INV1009637,"Friday, April 5, 2024",Apr,Friday,Weekday,2024-Q2,STR034,PRD0062,Accessories,1,3091.48,0,1263.23,Returning,Digital,3091.48,1263.23,1828.25,
INV1009638,"Wednesday, October 2, 2024",Oct,Wednesday,Weekday,2024-Q4,STR006,PRD0070,Accessories,6,8618.4,5,568.87,Returning,Card,51710.4,3413.22,48297.18,
INV1009639,"Monday, January 1, 2024",Jan,Monday,Weekday,2024-Q1,STR026,PRD0012,Clothing,8,4349.99,25,1214.82,Returning,Card,34799.92,9718.56,25081.36,
INV1009640,"Saturday, March 1, 2025",Mar,Saturday,Weekend,2025-Q1,STR015,PRD0005,Clothing,2,2576.13,10,1290.51,Returning,Cash,5152.26,2581.02,2571.24,
INV1009641,"Tuesday, January 2, 2024",Jan,Tuesday,Weekday,2024-Q1,STR028,PRD0102,Shoes,6,2441.08,20,1546.93,New,Digital,14646.48,9281.58,5364.9,
INV1009642,"Sunday, July 7, 2024",Jul,Sunday,Weekend,2024-Q3,STR041,PRD0011,Clothing,4,1251.73,15,569.43,Returning,Cash,5006.92,2277.72,2729.2,
INV1009643,"Sunday, May 4, 2025",May,Sunday,Weekend,2025-Q2,STR008,PRD0046,Accessories,2,2637.55,15,649.26,New,Digital,5275.1,1298.52,3976.58,
INV1009644,"Friday, October 17, 2025",Oct,Friday,Weekday,2025-Q4,STR039,PRD0053,Accessories,7,3257.18,0,677,New,Card,22800.26,4739,18061.26,
INV1009645,"Thursday, March 14, 2024",Mar,Thursday,Weekday,2024-Q1,STR042,PRD0110,Shoes,2,1710.41,30,2044.02,New,Cash,3420.82,4088.04,-667.22,
INV1009646,"Thursday, August 8, 2024",Aug,Thursday,Weekday,2024-Q3,STR005,PRD0075,Accessories,3,6358.77,10,1202.43,New,Card,19076.31,3607.29,15469.02,
INV1009647,"Tuesday, July 2, 2024",Jul,Tuesday,Weekday,2024-Q3,STR003,PRD0003,Clothing,4,4773.38,10,686.8,New,Card,19093.52,2747.2,16346.32,
INV1009648,"Friday, October 17, 2025",Oct,Friday,Weekday,2025-Q4,STR006,PRD0034,Clothing,8,1000.59,0,1721.38,New,Digital,8004.72,13771.04,-5766.32,
INV1009649,"Thursday, May 30, 2024",May,Thursday,Weekday,2024-Q2,STR007,PRD0057,Accessories,1,5968.7,0,491.23,New,Card,5968.7,491.23,5477.47,
INV1009650,"Friday, May 24, 2024",May,Friday,Weekday,2024-Q2,STR033,PRD0108,Shoes,2,4193.66,0,947.06,Returning,Card,8387.32,1894.12,6493.2,
INV1009651,"Monday, October 20, 2025",Oct,Monday,Weekday,2025-Q4,STR025,PRD0026,Clothing,2,2143.06,5,735.87,Returning,Digital,4286.12,1471.74,2814.38,
INV1009652,"Tuesday, February 4, 2025",Feb,Tuesday,Weekday,2025-Q1,STR038,PRD0110,Shoes,6,2116.52,25,1899.24,New,Digital,12699.12,11395.44,1303.68,
INV1009653,"Wednesday, December 25, 2024",Dec,Wednesday,Weekday,2024-Q4,STR041,PRD0037,Clothing,7,3408.7,5,1511.41,Returning,Digital,23860.9,10579.87,13281.03,
INV1009654,"Saturday, September 28, 2024",Sep,Saturday,Weekend,2024-Q3,STR026,PRD0099,Shoes,1,7564.48,5,1574.94,Returning,Digital,7564.48,1574.94,5989.54,
INV1009655,"Tuesday, April 16, 2024",Apr,Tuesday,Weekday,2024-Q2,STR001,PRD0035,Clothing,4,2907.56,10,655.88,New,Digital,11630.24,2623.52,9006.72,
INV1009656,"Saturday, April 13, 2024",Apr,Saturday,Weekend,2024-Q2,STR010,PRD0065,Accessories,4,7718.19,0,1740.73,Returning,Digital,30872.76,6962.92,23909.84,
INV1009657,"Wednesday, January 24, 2024",Jan,Wednesday,Weekday,2024-Q1,STR044,PRD0021,Clothing,4,2162.42,0,1463.7,Returning,Card,8649.68,5854.8,2794.88,
INV1009658,"Tuesday, December 24, 2024",Dec,Tuesday,Weekday,2024-Q4,STR038,PRD0008,Clothing,6,2574.83,10,232.99,Returning,Card,15448.98,1397.94,14051.04,
INV1009659,"Wednesday, March 26, 2025",Mar,Wednesday,Weekday,2025-Q1,STR010,PRD0071,Accessories,4,4759.51,20,404.8,Returning,Digital,19038.04,1619.2,17418.84,
INV1009660,"Saturday, February 10, 2024",Feb,Saturday,Weekend,2024-Q1,STR027,PRD0023,Clothing,3,4556.01,0,680.73,New,Cash,13668.03,2042.19,11625.84,
INV1009661,"Wednesday, October 15, 2025",Oct,Wednesday,Weekday,2025-Q4,STR033,PRD0053,Accessories,5,6977.47,25,567.98,Returning,Cash,34887.35,2839.9,32047.45,
INV1009662,"Tuesday, May 27, 2025",May,Tuesday,Weekday,2025-Q2,STR006,PRD0077,Accessories,3,7079.26,0,1653.2,Returning,Card,21237.78,4959.6,16278.18,
INV1009663,"Saturday, July 27, 2024",Jul,Saturday,Weekend,2024-Q3,STR002,PRD0114,Shoes,3,5181.05,5,478.29,Returning,Cash,15543.15,1434.87,14108.28,
INV1009664,"Sunday, November 17, 2024",Nov,Sunday,Weekend,2024-Q4,STR008,PRD0041,Accessories,3,9794.5,5,1548.17,New,Cash,29383.5,4644.51,24738.99,
INV1009665,"Saturday, May 17, 2025",May,Saturday,Weekend,2025-Q2,STR048,PRD0052,Accessories,5,3393.47,10,454.72,New,Card,16967.35,2273.6,14693.75,
INV1009666,"Sunday, May 11, 2025",May,Sunday,Weekend,2025-Q2,STR011,PRD0022,Clothing,2,2627.44,0,1173.67,New,Cash,5254.88,2347.34,2907.54,
INV1009667,"Tuesday, November 26, 2024",Nov,Tuesday,Weekday,2024-Q4,STR024,PRD0043,Accessories,4,4380.24,15,488.33,New,Digital,17520.96,1953.32,15567.64,
INV1009668,"Thursday, May 22, 2025",May,Thursday,Weekday,2025-Q2,STR024,PRD0003,Clothing,2,4828,0,626.4,New,Card,9656,1252.8,8403.2,
INV1009669,"Thursday, October 9, 2025",Oct,Thursday,Weekday,2025-Q4,STR014,PRD0012,Clothing,3,1964.08,5,1098.71,Returning,Card,5892.24,3296.13,2596.11,
INV1009670,"Thursday, December 21, 2023",Dec,Thursday,Weekday,2023-Q4,STR014,PRD0069,Accessories,4,4086.02,5,670.63,Returning,Card,16344.08,2682.52,13661.56,
INV1009671,"Wednesday, August 20, 2025",Aug,Wednesday,Weekday,2025-Q3,STR001,PRD0079,Accessories,2,6577.25,0,684.28,Returning,Card,13154.5,1368.56,11785.94,
INV1009672,"Thursday, October 17, 2024",Oct,Thursday,Weekday,2024-Q4,STR023,PRD0052,Accessories,5,8033.86,5,411.22,Returning,Digital,40169.3,2056.1,38113.2,
INV1009673,"Sunday, April 28, 2024",Apr,Sunday,Weekend,2024-Q2,STR034,PRD0098,Shoes,4,5165.43,0,1313.26,Returning,Digital,20661.72,5253.04,15408.68,
INV1009674,"Sunday, June 2, 2024",Jun,Sunday,Weekend,2024-Q2,STR044,PRD0052,Accessories,2,3335.17,5,443.42,New,Cash,6670.34,886.84,5783.5,
INV1009675,"Thursday, May 30, 2024",May,Thursday,Weekday,2024-Q2,STR014,PRD0020,Clothing,3,2191.71,5,118.97,Returning,Digital,6575.13,356.91,6218.22,
INV1009676,"Thursday, January 11, 2024",Jan,Thursday,Weekday,2024-Q1,STR023,PRD0002,Clothing,2,3991.87,30,149.46,Returning,Card,7983.74,298.92,7684.82,
INV1009677,"Thursday, April 18, 2024",Apr,Thursday,Weekday,2024-Q2,STR035,PRD0018,Clothing,2,4603.91,5,1001.37,Returning,Card,9207.82,2002.74,7205.08,
INV1009678,"Thursday, May 8, 2025",May,Thursday,Weekday,2025-Q2,STR010,PRD0067,Accessories,3,9350.21,0,582.26,New,Cash,28050.63,1746.78,26303.85,
INV1009679,"Tuesday, February 13, 2024",Feb,Tuesday,Weekday,2024-Q1,STR013,PRD0001,Clothing,1,3056.9,0,1097.97,Returning,Cash,3056.9,1097.97,1958.93,
INV1009680,"Saturday, July 6, 2024",Jul,Saturday,Weekend,2024-Q3,STR002,PRD0020,Clothing,7,2703.14,20,98.35,Returning,Card,18921.98,688.45,18233.53,
INV1009681,"Sunday, August 11, 2024",Aug,Sunday,Weekend,2024-Q3,STR035,PRD0098,Shoes,3,4971.06,10,1281.86,Returning,Cash,14913.18,3845.58,11067.6,
INV1009682,"Friday, April 25, 2025",Apr,Friday,Weekday,2025-Q2,STR018,PRD0100,Shoes,3,5800.75,0,2049.29,Returning,Digital,17402.25,6147.87,11254.38,
INV1009683,"Wednesday, August 28, 2024",Aug,Wednesday,Weekday,2024-Q3,STR048,PRD0110,Shoes,5,1027.73,25,2223.2,Returning,Cash,5138.65,11116,-5977.35,
INV1009684,"Saturday, July 20, 2024",Jul,Saturday,Weekend,2024-Q3,STR046,PRD0095,Shoes,2,1030.19,15,216.16,Returning,Digital,2060.38,432.32,1628.06,
INV1009685,"Monday, March 3, 2025",Mar,Monday,Weekday,2025-Q1,STR025,PRD0092,Shoes,3,4802.48,25,1408.03,New,Cash,14407.44,4224.09,10183.35,
INV1009686,"Thursday, December 5, 2024",Dec,Thursday,Weekday,2024-Q4,STR009,PRD0021,Clothing,6,663.48,5,1720.72,New,Digital,3980.88,10324.32,-6343.44,
INV1009687,"Wednesday, May 15, 2024",May,Wednesday,Weekday,2024-Q2,STR028,PRD0006,Clothing,1,2624.06,0,1579.61,Returning,Digital,2624.06,1579.61,1044.45,
INV1009688,"Monday, September 30, 2024",Sep,Monday,Weekday,2024-Q3,STR011,PRD0095,Shoes,3,7091.28,0,183.61,New,Digital,21273.84,550.83,20723.01,
INV1009689,"Tuesday, October 29, 2024",Oct,Tuesday,Weekday,2024-Q4,STR042,PRD0098,Shoes,1,5019.04,15,956.72,Returning,Card,5019.04,956.72,4062.32,
INV1009690,"Wednesday, March 20, 2024",Mar,Wednesday,Weekday,2024-Q1,STR020,PRD0027,Clothing,4,1754.73,15,270.75,New,Card,7018.92,1083,5935.92,
INV1009691,"Tuesday, August 13, 2024",Aug,Tuesday,Weekday,2024-Q3,STR046,PRD0078,Accessories,2,1727.87,10,968.87,Returning,Cash,3455.74,1937.74,1518,
INV1009692,"Friday, June 28, 2024",Jun,Friday,Weekday,2024-Q2,STR028,PRD0067,Accessories,3,5184.43,25,613.63,Returning,Digital,15553.29,1840.89,13712.4,
INV1009693,"Thursday, April 10, 2025",Apr,Thursday,Weekday,2025-Q2,STR018,PRD0003,Clothing,2,2320.37,15,540.22,New,Cash,4640.74,1080.44,3560.3,
INV1009694,"Tuesday, September 10, 2024",Sep,Tuesday,Weekday,2024-Q3,STR015,PRD0044,Accessories,1,5862.66,0,647.66,Returning,Card,5862.66,647.66,5215,
INV1009695,"Wednesday, September 3, 2025",Sep,Wednesday,Weekday,2025-Q3,STR013,PRD0009,Clothing,1,3748.57,5,749.47,Returning,Card,3748.57,749.47,2999.1,
INV1009696,"Tuesday, September 24, 2024",Sep,Tuesday,Weekday,2024-Q3,STR006,PRD0064,Accessories,3,4138.38,10,1286.74,Returning,Card,12415.14,3860.22,8554.92,
INV1009697,"Friday, August 23, 2024",Aug,Friday,Weekday,2024-Q3,STR015,PRD0013,Clothing,1,2421.8,25,177.37,Returning,Card,2421.8,177.37,2244.43,
INV1009698,"Tuesday, June 11, 2024",Jun,Tuesday,Weekday,2024-Q2,STR028,PRD0071,Accessories,4,730.68,15,451.15,Returning,Digital,2922.72,1804.6,1118.12,
INV1009699,"Wednesday, January 1, 2025",Jan,Wednesday,Weekday,2025-Q1,STR025,PRD0072,Accessories,8,885.32,10,1730.65,Returning,Card,7082.56,13845.2,-6762.64,
INV1009700,"Wednesday, March 26, 2025",Mar,Wednesday,Weekday,2025-Q1,STR003,PRD0041,Accessories,2,2148.39,0,1454.61,New,Digital,4296.78,2909.22,1387.56,
INV1009701,"Monday, October 6, 2025",Oct,Monday,Weekday,2025-Q4,STR042,PRD0108,Shoes,3,1964.74,5,1044.48,Returning,Cash,5894.22,3133.44,2760.78,
INV1009702,"Tuesday, August 26, 2025",Aug,Tuesday,Weekday,2025-Q3,STR050,PRD0063,Accessories,5,2494.84,5,933.92,Returning,Cash,12474.2,4669.6,7804.6,
INV1009703,"Wednesday, November 19, 2025",Nov,Wednesday,Weekday,2025-Q4,STR015,PRD0084,Shoes,3,4602,0,1584.07,Returning,Digital,13806,4752.21,9053.79,
INV1009704,"Thursday, July 4, 2024",Jul,Thursday,Weekday,2024-Q3,STR046,PRD0005,Clothing,3,3484.28,25,1234.47,Returning,Cash,10452.84,3703.41,6749.43,
INV1009705,"Tuesday, July 30, 2024",Jul,Tuesday,Weekday,2024-Q3,STR019,PRD0041,Accessories,3,4555.46,20,1439.07,Returning,Cash,13666.38,4317.21,9349.17,
INV1009706,"Tuesday, June 4, 2024",Jun,Tuesday,Weekday,2024-Q2,STR031,PRD0025,Clothing,5,2846.92,20,1836.32,Returning,Digital,14234.6,9181.6,5053,
INV1009707,"Wednesday, July 30, 2025",Jul,Wednesday,Weekday,2025-Q3,STR046,PRD0091,Shoes,2,4720.19,5,358.01,Returning,Digital,9440.38,716.02,8724.36,
INV1009708,"Tuesday, May 28, 2024",May,Tuesday,Weekday,2024-Q2,STR012,PRD0002,Clothing,3,3230.94,15,126.59,Returning,Digital,9692.82,379.77,9313.05,
INV1009709,"Thursday, June 27, 2024",Jun,Thursday,Weekday,2024-Q2,STR031,PRD0087,Shoes,3,3693.92,0,1993.25,Returning,Digital,11081.76,5979.75,5102.01,
INV1009710,"Wednesday, June 18, 2025",Jun,Wednesday,Weekday,2025-Q2,STR030,PRD0044,Accessories,3,6836.17,0,632.25,Returning,Digital,20508.51,1896.75,18611.76,
INV1009711,"Thursday, January 16, 2025",Jan,Thursday,Weekday,2025-Q1,STR029,PRD0037,Clothing,5,4416.77,10,1637.21,New,Card,22083.85,8186.05,13897.8,
INV1009712,"Sunday, January 21, 2024",Jan,Sunday,Weekend,2024-Q1,STR002,PRD0079,Accessories,5,6565.76,25,540.62,New,Cash,32828.8,2703.1,30125.7,
INV1009713,"Friday, January 12, 2024",Jan,Friday,Weekday,2024-Q1,STR040,PRD0052,Accessories,3,5461.03,10,569.71,Returning,Card,16383.09,1709.13,14673.96,
INV1009714,"Saturday, January 6, 2024",Jan,Saturday,Weekend,2024-Q1,STR049,PRD0017,Clothing,4,1232.28,10,508.23,Returning,Card,4929.12,2032.92,2896.2,
INV1009715,"Monday, December 23, 2024",Dec,Monday,Weekday,2024-Q4,STR049,PRD0039,Clothing,3,1493.43,0,1822.22,Returning,Digital,4480.29,5466.66,-986.37,
INV1009716,"Tuesday, June 24, 2025",Jun,Tuesday,Weekday,2025-Q2,STR023,PRD0016,Clothing,1,2292.63,0,911.51,Returning,Card,2292.63,911.51,1381.12,
